-7.244718572046718319e-02,-1.254064297640444803e-01,4.745331206436602667e-01
-3.791214322300551220e-02,-1.080609259939285804e-01,4.654374426747609483e-01
-1.067165508866310120e-01,5.444722250103950500e-02,5.020000338554382324e-01
-1.421614736318588257e-01,2.443400397896766663e-02,5.120000243186950684e-01
-1.303457163516222317e-02,-1.577278778255393199e-01,4.891101963254128604e-01
-1.597320884466171265e-01,5.454266816377639771e-02,4.490000307559967041e-01
-1.719919860902555109e-02,-1.665935153762247989e-01,5.746380468616769654e-01
-4.373953449339024191e-03,-2.400218489932293142e-02,5.540754242738370472e-01
-7.747646264850459319e-02,-2.146198524393305718e-02,5.962592093783334324e-01
-2.389603853225708008e-02,1.393935531377792358e-01,4.590000212192535400e-01
-8.165770069236935602e-02,-1.858585012156815930e-02,5.419481925087294982e-01
-2.054026871919631958e-01,-4.833004251122474670e-02,5.570000410079956055e-01
9.042669114417617449e-03,-1.159595854268531401e-01,5.325254160631420763e-01
-2.068087026666326489e-02,-1.098884197159941678e-01,4.730016775265369899e-01
-1.255902972277444241e-01,-8.892682953319464012e-03,5.378662218115473070e-01
-4.734389959288365368e-02,-9.978372060600015914e-02,4.712859501274885288e-01
-1.564956307411193848e-01,2.173550426959991455e-02,5.010000467300415039e-01
-1.132155135273933411e-01,7.480310648679733276e-02,4.660000205039978027e-01
-5.917176604270935059e-02,-2.829954028129577637e-02,5.930000543594360352e-01
-1.566113569006463702e-02,-1.503933035993119116e-01,4.764230783761682630e-01
-2.670922591651467282e-02,-1.647480411305586312e-01,5.648776964217947505e-01
6.840826570987701416e-02,6.840826570987701416e-02,6.570000052452087402e-01
7.963611185550689697e-02,4.288098216056823730e-02,7.060000300407409668e-01
-1.893599875738813387e-02,-1.296190160349555143e-01,4.534992573909252256e-01
-4.864865560270020817e-03,3.795612825465055629e-02,5.209231859763328032e-01
-1.936629772528017379e-02,-1.386924182937020467e-01,5.308649779412798475e-01
2.156903529998954738e-02,-1.390392448085223664e-01,5.594480828617477419e-01
-1.809054366158061034e-02,-1.384665592439631165e-01,4.570710531306779179e-01
-7.595915481769914546e-02,-5.705045108136352905e-02,5.001367424076204049e-01
1.269130779161914413e-02,3.487664066517737194e-03,5.043621461455244370e-01
-5.866045901487945691e-02,-7.408556589702675055e-02,4.892727198257547094e-01
-1.988516747951507568e-01,-1.564001850783824921e-02,5.150000452995300293e-01
3.109626550179661608e-02,-1.177794763375955567e-02,5.286784122321770418e-01
-1.268260493847847559e-02,1.104475404135518701e-02,5.754560970592943470e-01
-7.706132180447936020e-02,-3.638913732806248191e-02,5.193738286440178209e-01
-5.401337891817092896e-02,-6.913712620735168457e-02,4.980000257492065430e-01
-4.629965871572494507e-02,1.207817196846008301e-01,4.640000164508819580e-01
-8.230857551097869873e-02,5.487238243222236633e-02,5.270000100135803223e-01
-9.741930663585662842e-02,-1.017490550875663757e-01,4.990000128746032715e-01
-1.047115478343081107e-01,-8.192477863359193258e-02,5.041929963143985116e-01
-7.813067734241485596e-02,-5.388322751969099045e-03,6.210000514984130859e-01
-1.373805254697799683e-01,7.159266620874404907e-02,4.460000097751617432e-01
-7.334105670452117920e-02,-8.591380715370178223e-02,4.830000102519989014e-01
